id,count,genre,text,answers,noskip
33556,192,dating,Would you be attracted to someone who agreed with everything you did or said?,"['Yes', 'No']",0
86725,192,dating,"If your partner wanted to cut their hair way shorter than you like it, what would you do?","[""Give them an ultimatum. Keep it long or it's over"", 'Argue vehemently to keep it long', 'Express my opinion that it looks better long', ""I'd keep my opinion to myself""]",0
72427,192,lifestyle,Do you enjoy keeping up to date with the latest technology news?,"['Yes', 'No']",0
35457,192,other,What are your feelings when a friend shares news of something wonderful that has happened to them?,"['Only happiness for them.', 'Happy for them, but somewhat envious.', ""I'd be happier if they had not told me.""]",0
47355,191,other,Do you have a distinctive laugh?,"['Yes', 'No']",0
6440,191,dating,Do you think tanned skin is attractive?,"['Yes / Usually', 'No / Not usually', 'It makes no difference']",0
60148,190,lifestyle,Would you prefer to find someone who will shake your life up or make it more peaceful?,"['Shake it up.', 'Make it more peaceful.']",0
18776,190,ethics,Would you lie to keep your lover from going to jail?,"['Yes', 'No', ""I'm Not Sure""]",0
42266,190,lifestyle,Do you sleep with the television on?,"['Yes, always', 'No, never ever', 'Sometimes', ""Depends on what I'm watching""]",0
53716,189,lifestyle,Would it bother you if your partner had a hobby where they would occasionally seclude themselves for hours at a time?,"['Yes', 'No']",0
20161,189,ethics,The diamond dependent economy of West Africa causes civil wars and crimes against humanity. Should people consider this when purchasing or receiving an engagement ring?,"['Yes', 'No', ""I'm Not Sure"", ""I don't care""]",0
164,189,lifestyle,Do you wear a suit to work (or female equivalent)?,"['Yes', 'No']",0
48479,189,other,Do you generally wash your hands before preparing food?,"['Yes.', 'No.', ""I do if I'm serving other people."", ""I do if I'm preparing it for myself.""]",0
44147,189,lifestyle,"On average, how much alone time do you need each day?","['None.', 'Less than one hour.', 'One to three hours.', 'More than three hours.']",0
46647,189,lifestyle,Would you consider having a relationship with an alcoholic who drinks regularly?,"['Yes', 'No']",0
36678,188,lifestyle,Do you go to the tanner?,"['Yes', 'No', 'For special occaisons', 'I get my tan naturally']",0
18895,187,other,"How do you take care of household pests (cockroaches, spiders and the like)?","['Squish!', 'Careful Relocation Outside', ""I'm Not Sure"", 'Live and Let Live']",0
79442,187,lifestyle,"Typically, what kind of fan are you at sporting events?","['I sit quietly and enjoy the game.', 'I cheer loudly to rally my team and fans.', 'I yell obsenities at the other team and fans.', ""I'm not a sports fan.""]",0
1101,186,other,Do you think most people would prefer to be a lot more like you?,"['Yes', 'No']",0
86098,186,other,Do you use racial slurs when you are around friends or family whom you trust?,"['Yes.', 'No.', ""I'd rather not say.""]",0
40463,186,lifestyle,Should children be raised to speak more than one language?,"['Yes.', 'No.', 'It depends on other factors.']",0
38020,186,lifestyle,Have you ever started your own business?,"['Yes', 'No']",0
199,186,other,Do you know the square root of 256 off the top of your head?,"['Yes', 'No']",1
43,185,religion,"Do you believe in some kind of a spiritual, cosmic force outside the realm of most modern religion?","['Yes', 'No']",0
37747,185,other,How do you consider yourself to be in terms of logic and emotion?,"['Mostly logical', 'Mostly emotional', 'Equally logical and emotional', 'Neither logical nor emotional']",0
62239,185,lifestyle,Could you date someone who has terrible taste when it comes to music?,"['Yes', 'No']",0
24251,185,other,Do you have a hard time feeling happy when people around you are sad or upset?,"['Yes', 'Sometimes', 'No']",0
34471,185,lifestyle,In which climate zone would you prefer to live?,"['Tropical - I love the heat!', 'Mediterranean - warm, but not too hot.', 'Temperate - everything in moderation.', 'Subarctic - love the cold and snow.']",1
82831,184,dating,"If you had to pick one of the following locations for a first date, which would be most appealing?","['An amusement park.', 'A restaraunt.', 'A bar or lounge.', 'A city, state, or national park.']",0
6467,184,ethics,Do you think men who are sitting down should stand up when a woman comes to the table/enters the room?,"['Yes / Usually', 'No / Not usually']",0
5849,184,lifestyle,"Does the fact that you have never done something before, USUALLY increase or decrease its appeal?","['Increase', 'Decrease']",0
51053,184,ethics,Do you think parents who smoke in cars with very young children should be punished?,"['Yes', 'No']",0
3266027668,182,ethics,If a brand shares your political values does it influence how you feel about it?,"['Yes', 'No']",1
51854,182,other,Which best describes the extent of your knowledge in terms of breadth and depth?,"['I have very deep knowlege of a narrow area.', 'I know a little about almost everything.', 'I know a lot about a lot.', 'I am basically stupid.']",0
26735,182,lifestyle,Do you eat dinner after 10pm?,"['Regularly.', 'Sometimes.', 'Rarely.', 'No.']",0
1810,182,other,Do you know what the golden spiral is?,"['Yes', 'No']",0
56137,182,other,"When it comes to gambling, which is closest to your style?","['Cautious.', 'Aggressive.', 'Somewhere in the middle.', ""I don't gamble.""]",0
35564,180,lifestyle,Who most often does your laundry?,"['I do it myself.', 'A friend, relative, or spouse does it.', 'A laundry service does it.', 'My clothes are never washed.']",0
28379,180,lifestyle,It's Friday night and you're with a friend. Pick one:,"['A club or crowded party', 'A sporting event', 'A movie at the theater', 'A night at home chatting/gossiping']",0
872,180,ethics,What's more important?,"['Safety', 'Freedom']",0
6021,180,other,How would you describe your emotional diversity?,"['I get extremely happy but rarely depressed', ""I get extremely depressed and I'm rarely happy"", ""I don't feel much of either"", 'I feel both often']",0
18778,180,other,Which is the smallest amount of money you would stop to pick up if you saw it laying in the street?,"['Penny', 'Nickel', 'Dime', 'A quarter or more.']",0
1100,180,dating,Are you better looking than most people?,"['Yes', 'No']",0
36642,179,other,Is supporting “the troops” the same thing as supporting a war?,"['Yes.', 'No.', ""I'm not sure.""]",0
82618,179,religion,Would you consider dating someone who restricts their diet based on religious beliefs?,"['Yes, to each their own.', 'Yes, but only if consistent with my beliefs.', 'No.']",0
18729,179,other,Are you narcissistic?,"['Completely!', 'Quite a bit', 'A tiny bit', 'Not at all']",0
85773,179,dating,"If an acquaintance mentioned something negative about a person you just met who otherwise seemed nice, how open would you be to give the person you just met a chance?","['Very open.', ""Somewhat open, I'd be very cautious."", 'There would be no chance for this person.']",0
16412,179,other,Setting random things (non-living) on fire just to watch them burn is:,"['Amazing amounts of fun', 'Worth doing when bored', 'Unsafe and stupid', 'Wasteful and stupid']",0
2039328099,179,sex,Do you enjoy phone sex?,"['Yes', 'No']",1
15015,179,other,Are we ever going to have those flying cars they've been promising us?,"['Yes', 'No']",0
84845,178,dating,Do you feel that you have learned from past relationships?,"['Yes.', 'No.', ""I'm not sure.""]",0
56493,178,dating,Which of the following forms of poetry best resembles what you desire in a relationship?,"['A Sonnet - Controlled, deliberate, and surprising', 'A Haiku - Short, simple, and vivid', 'An Epic - Long, meandering, and powerful', 'Free Verse - Wild, shifting, and confusing']",0
37748,178,dating,"Even if it isn't your personal style, would you dress accordingly to a partner's wishes, just to make them happy during an outing?","['Yes, without question.', 'Yes, within reason.', 'No.']",0
18699,178,dating,Would you ever marry for anything other than love?,"['Yes', 'No']",0
23407,178,other,"If your spouse asked you to get a small discreet matching tattoo with them, would you?","['Yes, Most Likely', 'Maybe, I would think about it', 'No, what if we divorced?', 'No, I disagree with tatoos']",0
2482672053,177,ethics,Do you feel there needs to be prison reform in the U.S.?,"['Yes', 'No']",1
38710,177,religion,"If a significant other told you that they had two-way communication with the spirit of a dead relative, would you believe them?","['Yes', 'No']",0
35869,176,dating,Could you have a long-term relationship with someone who expressed that they felt unworthy of having you?,"['Yes', 'No']",0
54390,176,dating,Would you find it a turn on or a turn off if the person you are dating could sing very well?,"['A turn on.', 'A turn off.', 'It would not affect me either way.']",0
51947,176,dating,Imagine your partner practices a religion you don't understand.  Do you take the time to learn about it?,"['Yes', 'No']",0
18964,176,dating,"A difficult, somewhat trying relationship where your opinions on many subjects are more often than not divergent, versus an easy relationship where you agree on nearly everything all the time.","['Hard - life is defined by difficulty', 'Easy - why argue with the one you love?', ""I'm Not Sure"", ""Life isn't that black and white, bub!""]",0
82306,176,dating,"If given the choice of a lifelong relationship with someone you would love but never have a lustful ""spark"" for or a few years of intense passion with someone you would love intensely, which would you choose?","['A lifetime in a comfortable relationship.', 'A few years of intense love.']",0
2318753534,175,dating,How do you prefer to break up with someone?,"['In person', 'On the phone', 'Over text', 'Ghost (ignore them)']",1
71222,175,other,Your cell phone rings while you are having a conversation with a friend.  You:,"['Take the call.', 'Ignore the call.', ""See who's calling and decide if you'll answer."", ""I don't have a cell phone.""]",0
585,175,other,"Which is more important to your life, passion or happiness?","['Passion', 'Happiness']",0
43510,175,dating,Would you encourage the love of your life to leave if you knew he or she would be happiest with someone else?,"['Yes', 'No']",0
72438,174,other,"Who is more annoying, the person who talks too much or the person who doesn't talk enough?","['The person who talks too much.', ""The person who doesn't talk enough.""]",0
75386,174,sex,Do you engage in intellectual foreplay?,"['Yes', 'No']",0
29136,174,dating,How long does it take to know truly and understand a person you're dating?,"['Weeks', 'Months', 'Years', 'Who really knows anyone?']",0
34099,173,other,Can a person change who they are without betraying who they are?,"['No, be true to yourself as you are.', ""Yes, it's good to evolve"", ""I'm not sure, but I think about it a lot."", ""I don't know, and it's not important.""]",0
363043,173,lifestyle,Are you out to your family?,"['Completely', 'Partially', 'Not at all']",0
36058,173,other,A friend has become homeless. Would you let them stay with you until they are back on their feet?,"['Yes', 'No', ""I'm Not Sure""]",0
27782,173,dating,Do you feel comfortable being touched by someone you just met?,"['Yes', 'No', 'Not sure']",0
85318,173,sex,"Do you have any deep dark fantasies that you would not share with anyone, even a trusted partner?","['Yes', 'No']",0
38518,173,sex,Do you enjoy using refrigerated items or ice cubes on your partner during sex?,"['Yes.', 'No.', ""I don't know.""]",0
86895,172,dating,Would you be jealous if your partner thought a fictional character was really hot?,"['Yes.', 'No.', 'Maybe.']",0
596934417,172,lifestyle,Have you faced discrimination within the LGBTQ+ community?,"['Yes', 'No']",1
157,172,lifestyle,Do you have your own web page?,"['Yes', 'No']",0
389,171,ethics,Can most babysitters be trusted with children?,"['Yes', 'No']",0
44040,171,dating,Do you believe you could eventually fall in love with someone whom you have no initial physical attraction to?,"['Yes', 'No']",0
48260,171,dating,Would you consider dating someone who routinely has one-way conversations with inanimate objects?,"['Yes', 'No']",0
60333,171,lifestyle,"Imagine that you're taking a walk in the woods on a nice spring day.  The path ahead looks interesting, but very muddy.  Your shoes aren't water proof.  What do you do?","[""I'd keep going."", ""I'd turn back."", ""I'd remove my shoes and continue barefoot."", 'Me?  In the woods?  Never.']",0
31758,171,dating,Are you comfortable using the toilet while your partner is in the bathroom with you or being in the bathroom while they’re using the toilet?,"[""Yes, I'm not shy about it at all!"", ""Pretty much, as long as we're close."", 'No way! I like my privacy.', ""I'm not sure/I don't know.""]",0
46301,171,dating,Would you consider dating someone who is in the process of getting divorced?,"['Yes', 'No']",0
51829,170,other,"If you could have one wish granted, who'd benefit most from it?","['I would.', 'My family and friends would.', 'My nation would.', 'Everyone would.']",0
28426,170,dating,"Is the following statement true? ""You can only truly love another if you love yourself.""","['Yes', 'No', ""I'm Not Sure""]",0
3913250195,170,other,RuPaul’s Drag Race?,"['Yas queen!', 'Not a fan']",1
83507,169,dating,"While evaluating someone you are dating, do you find yourself placing much importance on how good of a parent you think they'll make?","['Yes.', 'No.', 'Just a little.']",0
86194,169,dating,Love conquers all.,"['True.', 'False.']",0
48886,169,other,Can someone who cheats on their partner be a fit parent?,"['Yes', 'No']",0
2586054248,169,sex,Bigger deal: sharing your bed or your history in bed?,"['Sharing your bed', 'Sharing your history in bed']",1
54128,169,lifestyle,Would you like to go on a five night spiritual retreat?,"['Yes', 'No']",0
1102,169,other,Do you feel that you're usually at least one step ahead of most people you talk to?,"['Yes', 'No']",0
24389,168,ethics,How do you feel about nations spending billions of dollars on space exploration?,"[""It's important for it's own sake."", 'The new technologies developed benefit everybody.', 'Problems here on earth are more urgent.', ""I don't care.""]",0
15915,168,ethics,Which is more important to the human race:,"['Preserving our environment', 'Producing needed goods and materials at any cost']",0
62863,168,lifestyle,Are bookstores fun?,"['Yes', 'No']",0
20851,167,ethics,The survival of another species should be...,"['Our responsibility.', 'Unimportant.', 'Determined exclusively by natural selection.', 'Determined by its usefulness to humanity.']",0
58054,167,dating,Do you think it is possible for two people to be just friends when one of them is romantically in love with the other?,"['Yes', 'No']",0
57328,166,dating,"If a partner had a crush on a celebrity, would that bother you?","['Yes.', 'No.', ""I'm not sure.""]",0
31350,166,ethics,"Do you believe that women should be allowed to serve in the military in a front line capacity?  (i.e. infantry, etc.)","['Yes', 'No', ""They shouldn't be in the military at all""]",0
29951,166,dating,Do you think it is possible to have more than one soul mate in a single lifetime?,"['Yes', 'No', ""I don't believe in soul mates""]",0
86397,166,lifestyle,Would you pick up a hitchhiker?,"['Yes.', 'No.', 'Maybe under special circumstances.']",0
57694,165,ethics,Would you consider dating someone who works in a job that involves animal testing for medical purposes?,"['Yes', 'No']",0
15379,165,other,"Do you know who wrote: ""Was this the face that launched a thousand ships/And burnt the topless towers of Ilium?""","['Yes', 'No']",0
36208,165,lifestyle,"Would you consider going 'off grid' to live with someone who only had solar power, a wood stove, an outhouse, etc?","['Yes', 'No']",0
9549,165,religion,"If Heaven and Hell really existed, to which do you think you'd be assigned?","['Heaven', 'Hell']",0
8662,164,lifestyle,Are you too lazy to go to the kitchen and make some real food?,"['Yes', 'No']",0
16029,164,lifestyle,"Would you rather be 10 minutes late, or an hour early?","['10 minutes late', 'An hour early']",0
34519,164,ethics,Does it matter to you if your mate curses in front of children?,"['Yes.  It makes a bad impression on children.', 'No.  Kids hear the same things in school.', ""I'm Not Sure""]",0
277,164,other,Would you rather live forever or die happy?,"['Live forever', 'Die happy']",0
19403,163,lifestyle,What would you choose: having dessert or having an alcoholic beverage?,"['Sweet and/or chocolate and surely calorie ridden', 'Barkeep - another over here, please!', ""Hmm... That's a tough one""]",0
52884,162,ethics,Do you think that people who go to jail for serious crimes deserve a second chance out in the real world?,"['Yes.', 'No.', 'It depends on the crime.']",0
38186,162,dating,Is it ever okay to publicly argue with a significant other?,"['Yes', 'No']",0
37418,162,lifestyle,Do you shop in second-hand stores for clothing?,"['Yes, for most or all clothes.', 'Yes, about half of the time.', 'Yes, but only for a few select things.', 'No.']",0
83672,162,ethics,"If you were forced to choose between saving the life of a beloved household pet or saving the life of a human stranger, which would you save?","['My pet.', 'The stranger.', ""I'd let them both die before choosing.""]",0
1103,162,other,Are you naturally a lot better at games than most people?,"['Yes', 'No']",0
57823,162,other,Are you ultimately responsible for your own happiness?,"['Yes.', 'No.', ""I'm not sure.""]",0
32765,161,other,In a conversation someone says a word you don't understand. What do you do?,"['Pretend to understand it.', 'Ask what it means.', 'Try to figure it out from context clues.', 'Remember it and look it up later.']",0
49726,161,ethics,"If you found someone's wallet in a public restroom, which is closest to what you would do?","['Attempt to return wallet and contents to owner.', 'Take cash for myself and dispose of the wallet.', 'Take cash for myself and return wallet to owner.', 'Take wallet and all contents for myself.']",0
464778,161,lifestyle,Therapy?,"['Necessary', 'Good for some people', 'Not for me', 'Total BS']",0
86699,161,ethics,Should pharmacies be allowed to sell preparations that you can take to commit painless and effective suicide?,"['Yes, without restrictions.', 'Yes, but only if certain criteria are met.', 'No, of course not.', ""I'm not sure.""]",0
53889,161,other,Do you believe that scientific investigation is the only effective method to gain meaningful knowledge about the universe?,"['Yes.', 'No.', ""I'm not sure.""]",0
35066,161,other,"While walking down the street, you see an amazingly attractive member of your preferred gender. They are completely naked and floating three feet in the air. Which is more intriguing?","['The fact that they’re naked', 'The fact that they’re defying gravity']",0
49432,161,lifestyle,Do you own shares in companies traded on a stock exchange?,"['Yes', 'No']",0
68307,161,other,What level of trust do you think you should have for a complete stranger?,"['High.', 'Medium.', 'Low.', 'Zero.']",0
55356,160,dating,"If you had a partner who was cheating on you, would you want to know?","['Yes.', 'No.', ""I'm not sure.""]",0
54020,160,dating,Would you want to be there to take care of an ill partner?,"['Yes.', 'No.', 'It depends on the illness.']",0
36357,160,lifestyle,Motorcycles are...,"['Good transportation / fun.', 'Good for others but not for me.', 'Bad and should be outlawed.', 'Not interesting.']",0
3932628441,160,lifestyle,Is Germany doing enough to protect the environment?,"['Sure', 'Definitely not, we could still do more ']",1
18688,159,ethics,Do you believe that morality is completely relative?,"['Yes', 'No', ""A little / I'm not sure""]",0
1435191970,158,dating,What’s your ideal social-distance date?,"['A walk outside', 'A picnic', 'Some sort of exercise', 'A shared activity, like painting']",1
1277,158,other,Is it okay for you to be irrational in making important life decisions?,"['Yes', 'No']",0
42062,158,ethics,Do you consider taxes a form of theft?,"['Yes', 'No', ""I'm not sure""]",0
462237,157,ethics,Should the government be allowed to use enhanced interrogation techniques when dealing with potential terrorists?,"['Yes', 'No']",0
65473,157,other,"Toilet Seat, up or down?","['Up.', 'Down.', 'Whatever my partner wishes.', 'Either is fine with me.']",0
28679,157,dating,What's the best way to handle a bad kisser?,"['Ignore it', 'Teach them', 'Dump them']",0
55953,157,dating,What would you think of a romantic prospect who uses childish language when being affectionate?,"[""I'd like it."", ""I wouldn't like it."", 'It would depend upon the situation.']",0
26545,157,lifestyle,What kind of party would you rather throw?,"['Cocktail', 'Kegger', 'Dry', 'Orgy']",0
70582,157,ethics,People should not have children unless they are financially secure.  Do you agree?,"['Yes', 'No']",0
54455,156,lifestyle,Are you too embarrassed to sing along to the radio in the car when there's someone with you?,"['Yes.', 'No.', 'It depends on who is with me.']",0
30865,156,lifestyle,How much time do you spend doing volunteer work each week?,"['None', 'Less than 5 hours', '5 to 10 hours', 'More than 10 hours']",0
71985,156,other,Do you have a living will?,"['Yes', 'No']",0
19263,155,other,"If you could kill all the mosquitoes in the world in an instant, would you do it?","['Yes!', 'No', ""I'm not sure""]",1
44145,155,other,Do people tend to turn to you for answers pertaining to subjects you know little about?,"['Yes', 'No']",0
58,155,other,Have you ever cried during a movie?,"['Yes', 'No']",0
85947,155,lifestyle,Would it bother you if someone you were dating let a dog lick their face?,"['Yes', 'No']",0
18882,155,ethics,"You walk out of your home first thing in the morning, late for work and in a serious hurry because you greatly enjoy your job and don't want to lose it. At the same time, a bird with a broken wing is struggling in some bushes nearby. What do you do?","['Keep moving - sorry bird, I gotta roll.', 'Stop and do what you can to help.', 'Kill it - put it out of its misery.', 'Keep moving, but feel bad about it.']",0
44949,155,dating,Should the recipient give back an engagement ring if the engagement is broken off?,"['Yes.', 'No.', 'Only if the recipient initiates the break up.']",0
18681,155,lifestyle,What do you think of make-up?,"['Useful', ""People shouldn't hide their natural beauty"", ""Don't know or care""]",0
85701,155,dating,How important is it for you to have the same taste in movies or television programs as your partner?,"['Very important.', 'Somewhat important.', 'Not at all important.', ""Actually, I don't watch movies or TV.""]",0
66063,154,other,Imagine you're at an art gallery and you see a canvas painted solid red.  It is selling for more money than you make in a year.  Which of the following would be closest to your reaction?,"[""I'd like to know more about its meaning."", 'The price is outrageous.', 'I could have painted that myself.', ""It's really pleasing to look at.""]",0
23869,154,lifestyle,"Two people both like you. One is more fun, the other is more stable.","[""I'd play my nights and days away - FUN!"", ""I'm looking for something a serious - STABLE""]",0
6835,154,religion,"Do you believe that dreams can be messages from a ""higher level""?","['Yes', 'No']",0
54450,154,ethics,Should people be allowed to use otherwise illegal drugs where doing so is consistent with their spiritual and/or religious beliefs?,"['Yes', 'No']",0
896045851,154,lifestyle,"Due to the pandemic, do you find it harder to commit to future/long-term plans?","['Yes, it’s hard to plan during lockdown', 'No, I’m just riding the wave']",1
19508,153,lifestyle,You're talking to an attractive person in a bar and almost everything they say is in some way connected to television or films. What does that make them?,"['Major geek. Bye.', ""Cool - I'm just the same"", ""Doesn't bother me""]",0
20672,153,ethics,Do you think the standard of western morality has declined in the last thirty years?,"['Yes, I yearn for better values.', 'No, things are better now.', ""Can't compare. Values are relative. / Don't know""]",0
20199,153,ethics,"If you took nude photos of your lover, would you give them the prints and negatives (or destroy them) if you broke up?","['Yes', 'No', ""I'm Not Sure""]",0
116,153,ethics,Is evil necessary in the world?,"['Yes', 'No']",0
284,152,ethics,"Would you cut off your own good hand, if you knew it would magically solve poverty in the world?","['Yes', 'No']",0
19996,152,dating,"You have a major crush on a good friend's significant other. This friend is having trouble in the relationship and asks you for advice, do you:","['Give your friend honest advice?', 'Seize the opportunity, suggesting a breakup?', 'Find a way around giving them any advice?']",0
24088,152,lifestyle,"When on vacation, do you generally:","['Stay in a hostel or budget hotel', 'Stay in a luxury hotel', 'Use a tent and sleeping bag', 'Not travel during vacations']",0
20047,152,other,How's your English vocabulary?,"['OK: bar, beer, party, & various cuss words', 'High-brow: harlot, pertinent, polyglot, imbibe', 'Copious: pulchritude, corvine, laconic, inveigh', 'Choate: flavid, callipygian, tonitruous, fremitus']",0
83655,152,ethics,"If a method were available that would cause the extinction of all mosquitoes on Earth, should it be used?","['Yes', 'No']",0
45124,152,dating,Which best describes your attitude toward dating?,"['Dating is something I enjoy for its own sake.', 'Dating can be fun, but it should lead to more.', ""I don't like dating, but it's a means to an end."", 'I do not like dating, period.']",0
22944,152,ethics,Do you believe the government should be allowed to keep anything secret?,"['Never!', 'Some things, yes.']",0
61944,152,lifestyle,Reflect back upon yourself of five years past.  How much have you changed as a person?,"['I am exactly the same person I was then.', ""I've changed a little."", ""I've changed a lot."", 'I am a completely different person.']",0
81325,151,dating,"Assuming one existed whom you found sufficiently attractive, would you consider dating your cousin?","['No.', 'Yes, but third cousin or more distant only.', ""Yes, I'd go as close as a second cousin."", ""Yes.  In fact, I'd even date a first cousin.""]",0
55124,151,other,"Have you ever given up your bus, subway, or train seat for a stranger who seemed to need it more?","['Yes.', 'No.', ""I've never been in this situation.""]",0
28745,151,dating,Which of the following would be the best birthday or anniversary date?,"['Blindfolded and taken somewhere special & new', 'Classic: movies and dinner', 'Something different: sky diving, hiking, etc.']",0
35396,151,dating,"When it comes to relationship activities, I usually prefer:","['To let my partner do most of the planning.', 'To come up with our plans myself.', 'That we take turns or share in the process.', ""That we don't make plans in advance at all.""]",0
85886,151,ethics,Should laws that address nudity above the waist apply equally to males and females?,"['Yes', 'No']",0
43874,150,lifestyle,"Do you feel as though the craziest, most experimental stage of your life is in the past, or has yet to come?","[""It's in the past."", ""It's yet to come"", ""I'm living it now."", ""I haven't and don't plan on having such a stage.""]",0
36635,150,dating,How do you handle a first date that is going horribly wrong?,"['Get up and leave.', 'Grin and bear it, counting the seconds.', 'Try to make it as pleasant as possible.', 'Say something to make your date get up and leave.']",0
2144414548,150,lifestyle,Has the pandemic made you more or less motivated for future adventures?,"['More', 'Less', 'No different']",1
387,150,other,"Do you typically send thank you cards to people, when they do you favors?","['Yes', 'No']",0
19470,149,dating,What do you feel is the hardest part of a romantic relationship?,"['The first time you meet', ""Going from friends/dating to 'relationship'"", 'Dealing with the person day in day out for years', 'The end of the relationship (by whichever means)']",0
35321,149,other,Would you try to create a child if you understood there to be a 1-in-4 chance it would be born with a major defect?,"['Yes.', 'No.', ""I'm not sure.""]",0
102214,149,other,Are you homophobic?,"['Yes', 'No']",0
24134,149,lifestyle,How often do you wash your bath towel(s)?,"['After every use', 'Every couple uses', 'Occasionally / When it starts smelling', 'Rarely']",0
12774,148,dating,Would you make a fool out of yourself in public if it meant you were making your partner laugh?,"['Yes', 'No', 'Maybe']",0
13024,148,lifestyle,Are your decisions generally more pro-active or reactive?,"['Pro-active', 'Reactive']",0
35605,148,other,Do you feel comfortable in the passenger seat when someone else is driving?,"['Yes.', 'No.', 'It depends on the driver.']",0
18775,148,other,"A person you're interested in attempts to cook a romantic meal for you.  After tasting a bit of it, you notice it hasn't been cooked completely.  What do you do?","[""Smile and hope your gag reflex doesn't kick in"", 'Tell him/her the food needs to cook longer', 'Flat out refuse to eat it', ""I'm not sure""]",0
26894,148,lifestyle,Do you flake out on social invitations?,"['Sometimes', 'Rarely / Never']",0
135,147,lifestyle,"All else the same, would you rather date someone rich or hot?","['Rich', 'Hot']",0
35674,147,dating,"If your partner liked to sing in public, but was often completely off-tune, how would you react?","[""I'd find it cute and offer encouragement"", ""I'd be unaffected"", ""I'd find a way to tolerate it"", ""I'd demand that my partner stop singing in public""]",0
57724,146,dating,"In general, do you think people involved in relationships are better off than people who are single?","['Yes', 'No']",0
37263,146,lifestyle,Would you consider dating a person who rescues stray animals from the streets and brings them home?,"['Yes', 'No']",0
30066,146,lifestyle,Do you drink milk and juice straight out of the carton and then put it back in the fridge?,"['Yes, I drink it straight from the carton.', 'Sometimes--if no one else around to see.', ""Yes. Only because I don't live with anyone else."", ""Ewww.  No, that's gross.  I pour it first.""]",0
12637,146,ethics,Would you inform law enforcement agencies about a friend committing a serious crime?,"['Yes', 'Maybe', 'No']",0
55814,146,dating,"Imagine that a friend sets you up on a blind date that sounds like a perfect match, except for one problem: the date neither speaks nor understands any languages that you do. This is:","['A deal breaker. The date gets called off.', ""A pretty big issue, but I'd still go on the date."", 'Awesome!']",0
26354,146,religion,Suppose that all traces of organized religion were instantly wiped from human knowledge. What would happen afterwards?,"['Religion would return to the world as it is now', 'New religions/religious groups would take shape', 'Organized religion would not return at all', 'God would never allow this to happen']",0
61965,146,other,"If you came across a word you didn't know while reading, would you stop to look up its definition?","['Yes.', 'No.', 'Maybe.']",0
2351748971,146,lifestyle,Do you care about your parents' opinion of your partner?,"['Yes', 'No']",1
6574,146,ethics,Homeschooling is...,"['Something I would do for my kids', 'Bad', 'Something I would consider']",0
283,146,ethics,"Would you give the police significantly more power, if it would lower crime rates?","['Yes', 'No']",0
464638,146,sex,"Have you ever tried a marijuana sex product (cannabis lube, condoms, dildos)?","['Yes', 'No, but tell me more', 'No']",1
67920,146,lifestyle,"If you were to receive one month's salary as a gift, which of the following would come to mind first?","['Save it.', 'Spend it.', 'Pay off debt.']",0
67939,145,lifestyle,Are you interested in learning to speak another language?,"['Yes', 'No']",0
33435,145,other,Do people who frequently use “lol” annoy you?,"['Yes!', 'No.', ""It's a little annoying, but I try to get past it."", ""I don't know.""]",0
50992660,145,dating,Would you be turned off if your date didn't like dogs?,"['Absolutely, how can you not like dogs?', 'No, to each their own', ""No, I don't like dogs either""]",1
19584,145,other,Do you hold the door open for someone behind you?,"['Yes', 'No', 'Only if they look like they need help']",0
9662,145,lifestyle,Could you date a stripper?,"['Yes', 'No']",0
18984,144,dating,"Assuming you've been in a failed relationship, Does your ex-partner's opinion still matter to you?","['Yes, a little.', 'No, never.', 'Yes, still waiting on a second chance!']",0
4284572545,144,lifestyle,Do you like going to Oktoberfest?,"[""Yes, it's tradition"", 'Only for a special occassion', ""No, it's too touristy""]",1
15261,144,dating,"Would you ever consider marrying someone attractive, whom you've never met, if your friends or family thought that he or she would be good for you?","['Yes', 'No']",0
32286,144,lifestyle,How do you feel about genetically modified foods?,"['Fully approve', 'Hesitant / more controls needed', 'Opposed', ""No opinion/ don't know""]",0
597,144,ethics,"Should freedom of speech allow the expression of all viewpoints, even extreme and widely-offensive ones?","['Yes', 'No']",0
14712,143,lifestyle,Have you ever camped out overnight more than a mile from civilization?,"['Yes, and I loved it', 'Yes, and I hated it.', ""I've never tried it, but I'd like to."", 'No camping, ever!  I prefer civilization, thanks.']",0
8245,143,dating,"If you could have one but NOT the other, would you rather:","['Love someone', 'Be loved by someone']",0
71068,143,dating,Would it be easier for you to make a list of things you want in a relationship or a list of things you want to avoid in a relationship?,"['Things I want.', 'Things I want to avoid.']",0
400,143,ethics,"Would you cheat on your taxes, if you were absolutely 100% sure you could get away with it?","['Yes', 'No']",0
33346,143,other,What is your opinion of people who speak baby-talk to their pets?,"['Endearing. It shows their sensitive side.', 'Annoying as hell.', 'I wuv my kitty-widdy-pookie-doo!!!', ""I'm indifferent.""]",0
48371,143,other,Imagine you discover that a close friend of yours is having an affair with a married person.  Would this affect your friendship?,"['No.', 'Yes.', 'Yes.  In fact, I could no longer be their friend.']",0
20277,142,ethics,Little white lies to make people feel better...,"['Are necessary', 'Are sometimes needed', 'Are wrong']",0
61461,142,lifestyle,"What's your take on ""professional"" wrestling?","['I love it - Give me ringside seats.', ""It's ok.  If it's on, I might watch."", ""I don't care for it."", 'I think anyone who watches it is stupid.']",0
